P No.,MONA,Genus_Species,Author with Year,Common Name,Superfamily,Family,Subfamily,Tribe,Subtribe,Genus,Species,MPG URL,MPG Taxonomic Notes yes::Taxonomic Note Striped,MPG Taxonomic Notes yes::Synonymy striped
800802,5489,Haimbachia placidellus,"(Haimbach, 1907)",Peppered Haimbachia,Pyraloidea,Crambidae,Crambinae,Haimbachiini,,Haimbachia,placidellus,https://mothphotographersgroup.msstate.edu/species.php?hodges=5489,,"Crambus placidellus Haimbach, 1907"
800803,5490,Haimbachia cochisensis,"Capps, 1965",,Pyraloidea,Crambidae,Crambinae,Haimbachiini,,Haimbachia,cochisensis,https://mothphotographersgroup.msstate.edu/species.php?hodges=5490,,"Haimbachia cochisensis Capps, 1965"
800804,5491,Haimbachia diminutalis,"Capps, 1965",,Pyraloidea,Crambidae,Crambinae,Haimbachiini,,Haimbachia,diminutalis,https://mothphotographersgroup.msstate.edu/species.php?hodges=5491,,"Haimbachia diminutalis Capps, 1965"
800804.95,5491.1,Haimbachia gloriella,"Schaus, 1922",Badger Haimbachia,Pyraloidea,Crambidae,Crambinae,Haimbachiini,,Haimbachia,gloriella,https://mothphotographersgroup.msstate.edu/species.php?hodges=5491.1,"Haimbachia gloriella Schaus, 1922 is now recognized within the North American fauna north of Mexico based on records from Badger, AZ, July 31, 1924 A.B. Klotz.","Haimbachia gloriella Schaus, 1922"
800805,5492,Eoreuma densellus,"(Zeller, 1881)",Wainscot Grass-veneer,Pyraloidea,Crambidae,Crambinae,Haimbachiini,,Eoreuma,densellus,https://mothphotographersgroup.msstate.edu/species.php?hodges=5492,,"Chilo densellus Zeller, 1881"
800806,5493,Eoreuma loftini,"(Dyar, 1917)",,Pyraloidea,Crambidae,Crambinae,Haimbachiini,,Eoreuma,loftini,https://mothphotographersgroup.msstate.edu/species.php?hodges=5493,"Eoreuma loftini (Dyar, 1917) is also listed as <a href=http://mothphotographersgroup.msstate.edu/species.php?hodges=19308>19308</a> in the Exotic Species of Potential Concern Library.","Chilo loftini Dyar, 1917
Chilo opinionellus Dyar, 1917"
800807,5494,Eoreuma evae,"Klots, 1970",,Pyraloidea,Crambidae,Crambinae,Haimbachiini,,Eoreuma,evae,https://mothphotographersgroup.msstate.edu/species.php?hodges=5494,,"Eoreuma evae Klots, 1970"
800808,5495,Eoreuma confederata,"Klots, 1970",,Pyraloidea,Crambidae,Crambinae,Haimbachiini,,Eoreuma,confederata,https://mothphotographersgroup.msstate.edu/species.php?hodges=5495,,"Eoreuma confederata Klots, 1970"
800809,5496,Eoreuma multipunctellus,"(Kearfott, 1908)",,Pyraloidea,Crambidae,Crambinae,Haimbachiini,,Eoreuma,multipunctellus,https://mothphotographersgroup.msstate.edu/species.php?hodges=5496,,"Chilo multipunctellus Kearfott, 1908"
800810,5497,Eoreuma callista,"Klots, 1970",,Pyraloidea,Crambidae,Crambinae,Haimbachiini,,Eoreuma,callista,https://mothphotographersgroup.msstate.edu/species.php?hodges=5497,,"Eoreuma callista Klots, 1970"
800811,5498,Eoreuma crawfordi,"Klots, 1970",,Pyraloidea,Crambidae,Crambinae,Haimbachiini,,Eoreuma,crawfordi,https://mothphotographersgroup.msstate.edu/species.php?hodges=5498,,"Eoreuma crawfordi Klots, 1970"
800812,5498.1,Eoreuma arenella,"Blanchard & Knudson, 1983",,Pyraloidea,Crambidae,Crambinae,Haimbachiini,,Eoreuma,arenella,https://mothphotographersgroup.msstate.edu/species.php?hodges=5498.1,"Eoreuma arenella Blanchard & Knudson, 1983 n. sp., Proc. Ent. Soc. Wash. 85: 59-63.","Eoreuma arenella Blanchard & Knudson, 1983"
800813,5461,Argyria subaenescens,"(Walker, 1863)",,Pyraloidea,Crambidae,Crambinae,Argyriini,,Argyria,subaenescens,https://mothphotographersgroup.msstate.edu/species.php?hodges=5461,,"Urola subaenescens Walker, 1863
Catharylla fuscipes Zeller, 1863"
800814,5462,Argyria rufisignella,"(Zeller, 1872)",Mother-of-pearl Moth,Pyraloidea,Crambidae,Crambinae,Argyriini,,Argyria,rufisignella,https://mothphotographersgroup.msstate.edu/species.php?hodges=5462,,"Catharylla rufisignella Zeller, 1872
Argyria rileyella Dyar, 1913"
800815,5463,Argyria lacteella,"(Fabricius, 1794)",Milky Urola Moth,Pyraloidea,Crambidae,Crambinae,Argyriini,,Argyria,lacteella,https://mothphotographersgroup.msstate.edu/species.php?hodges=5463,"Argyria lacteella (Fabricius, 1794) in the US is restricted to Florida and includes as synonyms lusella Zeller, 1863, vestalis Butler, 1878 and multifacta Dyar, 1914 in Landry et al. (2023).","Tinea lacteella Fabricius, 1794
Zebronia?? abronalis Walker, 1859
Pyralis albana Fabricius, 1798, unnecessary replacement name.
Catharylla lusella Zeller, 1863
Argyria vestalis Butler, 1878
Argyria multifacta Dyar, 1914"
800815.1,5463.1,Argyria gonogramma,"Dyar, 1915",Milky Urola Moth,Pyraloidea,Crambidae,Crambinae,Argyriini,,Argyria,gonogramma,https://mothphotographersgroup.msstate.edu/species.php?hodges=5463.1,"Argyria gonogramma Dyar, 1915, listed as a synonym of Argyria lacteella (Fabricius, 1794) in Munroe (1995), is treated as a full species in Landry et al. (2023) and includes as a synonyms Argyria pusillalis Hübner, 1818 and Argyria lacteella of authors not Fabricius, 1794. True lacteella is not found north of Florida.","Argyria gonogramma Dyar, 1915
Argyria pusillalis Hübner, 1818. Nomen dubium.
Argyria pussillalis [sic] Hübner, 1818: 28; original misspelling.
Argyria lacteella of authors not Fabricius, 1794"
800815.2,5463.2,Argyria centrifugens,"Dyar, 1914",,Pyraloidea,Crambidae,Crambinae,Argyriini,,Argyria,centrifugens,https://mothphotographersgroup.msstate.edu/species.php?hodges=5463.2,"Argyria centrifugens Dyar, 1914 is now recognized within the North American fauna, Florida, in Landry et al. (2023).","Argyria centrifugens Dyar, 1914"
800816,5467,Vaxi tripsacas,"(Dyar, 1921)",,Pyraloidea,Crambidae,Crambinae,Calamotrophini,,Vaxi,tripsacas,https://mothphotographersgroup.msstate.edu/species.php?hodges=5467,"Vaxi tripsacas (Dyar, 1921), transferred to the genus Argyria in Munroe (1995), is returned to Vaxi following the implied treatment in Léger et al. (2019), Syst. Entomol., 44(4):770, which placed Argyria in the tribe Argyriini and Vaxi in the tribe Calamotrophini, stat. rev.","Crambus tripsacas Dyar, 1921"
800817,5460,Argyria nummulalis,"Hübner, 1818",,Pyraloidea,Crambidae,Crambinae,Argyriini,,Argyria,nummulalis,https://mothphotographersgroup.msstate.edu/species.php?hodges=5460,,"Argyria nummulalis Hübner, 1818
Argyria argentana Fernald, 1896
Tortrix argentana Martyn, 1797"
800819,5465,Vaxi auratellus,"(Clemens, 1860)",Curve-lined Vaxi,Pyraloidea,Crambidae,Crambinae,Calamotrophini,,Vaxi,auratellus,https://mothphotographersgroup.msstate.edu/species.php?hodges=5465,"Vaxi auratellus (Clemens, 1860), transferred to the genus Argyria in Munroe (1995), is returned to Vaxi following the implied treatment in Léger et al. (2019), Syst. Entomol., 44(4):770, which placed Argyria in the tribe Argyriini and Vaxi in the tribe Calamotrophini, stat. rev.","Crambus auratellus Clemens, 1860
Urola pulchella Walker, 1863"
800820,5466,Vaxi critica,"(Forbes, 1920)",Straight-lined Vaxi,Pyraloidea,Crambidae,Crambinae,Calamotrophini,,Vaxi,critica,https://mothphotographersgroup.msstate.edu/species.php?hodges=5466,"Vaxi critica (Forbes, 1920), transferred to the genus Argyria in Munroe (1995), is returned to Vaxi following the implied treatment in Léger et al. (2019), Syst. Entomol., 44(4):770, which placed Argyria in the tribe Argyriini and Vaxi in the tribe Calamotrophini, stat. rev.","Argyria critica Forbes, 1920"
800820.5,5467.5,Calamotropha cf. paludella,"Hübner, [1824]",,Pyraloidea,Crambidae,Crambinae,Calamotrophini,,Calamotropha,cf. paludella,https://mothphotographersgroup.msstate.edu/species.php?hodges=5467.5,"Calamotropha cf. paludella Hübner, [1824] represents a presumably introduced species, possibly true paludella, reported from Block Island, RI by Aaron Hunt.",
800821,5464,Urola nivalis,"(Drury, 1773)",Snowy Urola,Pyraloidea,Crambidae,Crambinae,Argyriini,,Urola,nivalis,https://mothphotographersgroup.msstate.edu/species.php?hodges=5464,,"Phalaena Pyralis nivalis Drury, 1773
Geometra argentata Emmons, 1854
Urola microchrysella Walker, 1863"
800822,5458,Diptychophora harlequinalis,"(Barnes & McDunnough, 1914)",,Pyraloidea,Crambidae,Crambinae,Diptychophorini,,Diptychophora,harlequinalis,https://mothphotographersgroup.msstate.edu/species.php?hodges=5458,,"Scissolia harlequinalis Barnes & McDunnough, 1914"
800823,5459,Diptychophora incisalis,"(Dyar, 1925)",,Pyraloidea,Crambidae,Crambinae,Diptychophorini,,Diptychophora,incisalis,https://mothphotographersgroup.msstate.edu/species.php?hodges=5459,,"Colimaea incisalis Dyar, 1925"
800824,5456,Microcausta flavipunctalis,"Barnes & McDunnough, 1913",,Pyraloidea,Crambidae,Crambinae,Diptychophorini,,Microcausta,flavipunctalis,https://mothphotographersgroup.msstate.edu/species.php?hodges=5456,,"Microcausta flavipunctalis Barnes & McDunnough, 1913"
800825,5457,Microcausta bipunctalis,"Barnes & McDunnough, 1914",,Pyraloidea,Crambidae,Crambinae,Diptychophorini,,Microcausta,bipunctalis,https://mothphotographersgroup.msstate.edu/species.php?hodges=5457,,"Microcausta bipunctalis Barnes & McDunnough, 1914"
800826,5468,Epina dichromella,"Walker, 1866",,Pyraloidea,Crambidae,Crambinae,Chilonini,,Epina,dichromella,https://mothphotographersgroup.msstate.edu/species.php?hodges=5468,,"Epina dichromella Walker, 1866
Diatraea differentialis Fernald, 1888
Chilo matanzalis Schaus, 1922"
800827,5469,Epina alleni,"(Fernald, 1888)",,Pyraloidea,Crambidae,Crambinae,Chilonini,,Epina,alleni,https://mothphotographersgroup.msstate.edu/species.php?hodges=5469,,"Diatraea alleni Fernald, 1888"
800828,5507,Hemiplatytes epia,"(Dyar, 1912)",,Pyraloidea,Crambidae,Crambinae,Chilonini,,Hemiplatytes,epia,https://mothphotographersgroup.msstate.edu/species.php?hodges=5507,,"Diatraea epia Dyar, 1912
Platytes damon Barnes & McDunnough, 1918"
800829,5508,Hemiplatytes prosenes,"(Dyar, 1912)",,Pyraloidea,Crambidae,Crambinae,Chilonini,,Hemiplatytes,prosenes,https://mothphotographersgroup.msstate.edu/species.php?hodges=5508,,"Diatraea prosenes Dyar, 1912"
800830,5509,Hemiplatytes parallela,"(Kearfott, 1908)",,Pyraloidea,Crambidae,Crambinae,Chilonini,,Hemiplatytes,parallela,https://mothphotographersgroup.msstate.edu/species.php?hodges=5509,,"Diatraea parallela Kearfott, 1908"
800831,5470,Chilo plejadellus,"Zincken, 1821",Rice Stalk Borer,Pyraloidea,Crambidae,Crambinae,Chilonini,,Chilo,plejadellus,https://mothphotographersgroup.msstate.edu/species.php?hodges=5470,,"Chilo plejadellus Zincken, 1821
Chilo oryzaeelus Riley, 1882
Diphryx prolatella Grote, 1881
Jartheza sabulifera Walker, 1863"
800832,5471,Chilo erianthalis,"Capps, 1963",,Pyraloidea,Crambidae,Crambinae,Chilonini,,Chilo,erianthalis,https://mothphotographersgroup.msstate.edu/species.php?hodges=5471,,"Chilo erianthalis Capps, 1963"
800833,5472,Chilo demotella,"Walker, 1866",,Pyraloidea,Crambidae,Crambinae,Chilonini,,Chilo,demotella,https://mothphotographersgroup.msstate.edu/species.php?hodges=5472,,"Chilo demotella Walker, 1866
Chilo fernaldalis Dyar & Heinrich, 1927
Diatraea idalis Fernald, 1896"
800834,5475,Diatraea saccharalis,"(Fabricius, 1794)",Sugarcane Borer,Pyraloidea,Crambidae,Crambinae,Chilonini,,Diatraea,saccharalis,https://mothphotographersgroup.msstate.edu/species.php?hodges=5475,,"Phalaena saccharalis Fabricius, 1794
Diatraea brasiliensis Gorkum & Waal, 1913
Diatraea continens Dyar, 1911
Diatraea grenadensis Dyar, 1911
Diatraea incomparella Dyar & Heinrich, 1927
Crambus leucaniellus Walker, 1863
Crambus lineosellus Walker, 1863
Chilo obliteratellus Zeller, 1863
Diatraea pedidocta Dyar, 1911
Crambus sacchari Fabricius, 1798
Diatraea sacchari Guilding, 1828"
800835,5476,Diatraea crambidoides,"(Grote, 1880)",Southern Cornstalk Borer,Pyraloidea,Crambidae,Crambinae,Chilonini,,Diatraea,crambidoides,https://mothphotographersgroup.msstate.edu/species.php?hodges=5476,,"Chilo crambidoides Grote, 1880
Diatraea tripsacicola Dyar, 1921
Diatraea zeacolella Dyar, 1911"
800836,5476.1,Diatraea mitteri,"Solis, 2015",,Pyraloidea,Crambidae,Crambinae,Chilonini,,Diatraea,mitteri,https://mothphotographersgroup.msstate.edu/species.php?hodges=5476.1,"Diatraea mitteri Solis, 2015, n. sp., (Kansas, Oklahoma, and Texas), Solis et al. 2015.","Diatraea mitteri Solis, 2015"
800837,5477,Diatraea venosalis,"(Dyar, 1917)",,Pyraloidea,Crambidae,Crambinae,Chilonini,,Diatraea,venosalis,https://mothphotographersgroup.msstate.edu/species.php?hodges=5477,,"Haimbachia venosalis Dyar, 1917"
800838,5478,Diatraea evanescens,"Dyar, 1917",,Pyraloidea,Crambidae,Crambinae,Chilonini,,Diatraea,evanescens,https://mothphotographersgroup.msstate.edu/species.php?hodges=5478,,"Diatraea evanescens Dyar, 1917
Diatraea sobrinalis Schaus, 1922"
800839,5479,Diatraea grandiosella,"Dyar, 1911",Southwestern Corn Borer,Pyraloidea,Crambidae,Crambinae,Chilonini,,Diatraea,grandiosella,https://mothphotographersgroup.msstate.edu/species.php?hodges=5479,,"Diatraea grandiosella Dyar, 1911"
800840,5480,Diatraea lineolata,"(Walker, 1856)",,Pyraloidea,Crambidae,Crambinae,Chilonini,,Diatraea,lineolata,https://mothphotographersgroup.msstate.edu/species.php?hodges=5480,,"Leucania lineolata Walker, 1856
Chilo culmicolellus Zeller, 1863
Chilo neuricellus Zeller, 1863
Diatraea pallidostricta Dyar, 1911"
800841,5481,Diatraea lisetta,"(Dyar, 1909)",,Pyraloidea,Crambidae,Crambinae,Chilonini,,Diatraea,lisetta,https://mothphotographersgroup.msstate.edu/species.php?hodges=5481,,"Iesta lisetta Dyar, 1909
Iesta adulcia Dyar, 1916
Iesta cancellalis Dyar, 1914"
800842,5454,Euchromius ocellea,"(Haworth, 1811)",,Pyraloidea,Crambidae,Crambinae,Crambini,,Euchromius,ocellea,https://mothphotographersgroup.msstate.edu/species.php?hodges=5454,,"Palparia ocellea Haworth, 1811
Crambus cyrilli Costa, 1829
Phycis funiculella Treitschke, 1832
Eromene gigantea Turati, 1924
Pseudoancylolomia qadrii Ahmad, Zaidi, & Kamaluddin, 1982
Eromene texana Robinson, 1870"
800843,5455,Euchromius californicalis,"(Packard, 1873)",California Grass-veneer,Pyraloidea,Crambidae,Crambinae,Crambini,,Euchromius,californicalis,https://mothphotographersgroup.msstate.edu/species.php?hodges=5455,,"Eromene californicalis Packard, 1873"
800844,5394,Platytes vobisne,"Dyar, 1920",,Pyraloidea,Crambidae,Crambinae,Crambini,,Platytes,vobisne,https://mothphotographersgroup.msstate.edu/species.php?hodges=5394,,"Platytes vobisne Dyar, 1920"
800845,5406,Catoptria trichostomus,"(Christoph, 1858)",,Pyraloidea,Crambidae,Crambinae,Crambini,,Catoptria,trichostomus,https://mothphotographersgroup.msstate.edu/species.php?hodges=5406,,"Crambus trichostomus Christoph, 1858
Eudorea? albisinuatella Packard, 1867
Catoptria tristis Kirpichnikova, 1994"
800846,5407,Catoptria maculalis,"(Zetterstedt, 1839)",,Pyraloidea,Crambidae,Crambinae,Crambini,,Catoptria,maculalis,https://mothphotographersgroup.msstate.edu/species.php?hodges=5407,,"Scopula maculalis Zetterstedt, 1839
Crambus albimaculella Burmann, 1948
Crambus albisignata Burmann, 1948
Crambus cacuminellus Zeller, 1850"
800847,5408,Catoptria latiradiellus,"(Walker, 1863)",Three-spotted Crambid,Pyraloidea,Crambidae,Crambinae,Crambini,,Catoptria,latiradiellus,https://mothphotographersgroup.msstate.edu/species.php?hodges=5408,,"Crambus latiradiellus Walker, 1863
Crambus interruptus Grote, 1877
Catoptria luctuellus of authors not Herrich-Schäffer, [1855]
Crambus myellus of authors not Hübner, 1796"
800848,5409,Catoptria oregonicus,"(Grote, 1880)",Oregon Catoptria,Pyraloidea,Crambidae,Crambinae,Crambini,,Catoptria,oregonicus,https://mothphotographersgroup.msstate.edu/species.php?hodges=5409,,"Crambus oregonicus Grote, 1880
Crambus bartellus Barnes & McDunnough, 1918"
800849,5438,Thaumatopsis edonis,"(Grote, 1880)",,Pyraloidea,Crambidae,Crambinae,Crambini,,Thaumatopsis,edonis,https://mothphotographersgroup.msstate.edu/species.php?hodges=5438,,"Crambus Propexus edonis Grote, 1880"
800850,5439,Thaumatopsis pexellus,"(Zeller, 1863)",Woolly Grass-veneer,Pyraloidea,Crambidae,Crambinae,Crambini,,Thaumatopsis,pexellus,https://mothphotographersgroup.msstate.edu/species.php?hodges=5439,,"Crambus pexellus Zeller, 1863
Thaumatopsis longipalpus Morrison, 1875
Crambus macropterellus Zeller, 1863
Thaumatopsis gibsonella Kearfott, 1908
Thaumatopsis coloradella Kearfott, 1908
Ubida strictalis Dyar, 1914
Thaumatopsis idion Dyar, 1919"
800851,5440,Thaumatopsis magnificus,"(Fernald, 1891)",,Pyraloidea,Crambidae,Crambinae,Crambini,,Thaumatopsis,magnificus,https://mothphotographersgroup.msstate.edu/species.php?hodges=5440,,"Propexus magnificus Fernald, 1891"
800852,5441,Thaumatopsis fernaldella,"Kearfott, 1905",,Pyraloidea,Crambidae,Crambinae,Crambini,,Thaumatopsis,fernaldella,https://mothphotographersgroup.msstate.edu/species.php?hodges=5441,,"Thaumatopsis fernaldella Kearfott, 1905
Thaumatopsis nortella Kearfott, 1905
Thaumatopsis lagunella Dyar, 1912"
800853,5442,Thaumatopsis atomosella,"Kearfott, 1908",,Pyraloidea,Crambidae,Crambinae,Crambini,,Thaumatopsis,atomosella,https://mothphotographersgroup.msstate.edu/species.php?hodges=5442,,"Thaumatopsis atomosella Kearfott, 1908"
800854,5443,Thaumatopsis floridella,"Barnes & McDunnough, 1913",Floridian Grass-veneer,Pyraloidea,Crambidae,Crambinae,Crambini,,Thaumatopsis,floridella,https://mothphotographersgroup.msstate.edu/species.php?hodges=5443,,"Thaumatopsis floridella Barnes & McDunnough, 1913
Thaumatopsis floridalis Klots, 1983"
800855,5444,Thaumatopsis fieldella,"Barnes & McDunnough, 1912",,Pyraloidea,Crambidae,Crambinae,Crambini,,Thaumatopsis,fieldella,https://mothphotographersgroup.msstate.edu/species.php?hodges=5444,,"Thaumatopsis fieldella Barnes & McDunnough, 1912"
800856,5445,Thaumatopsis repandus,"(Grote, 1880)",,Pyraloidea,Crambidae,Crambinae,Crambini,,Thaumatopsis,repandus,https://mothphotographersgroup.msstate.edu/species.php?hodges=5445,,"Crambus Propexus repandus Grote, 1880"
800857,5446,Thaumatopsis crenulatella,"Kearfott, 1908",,Pyraloidea,Crambidae,Crambinae,Crambini,,Thaumatopsis,crenulatella,https://mothphotographersgroup.msstate.edu/species.php?hodges=5446,,"Thaumatopsis crenulatella Kearfott, 1908"
800858,5452.1,Thaumatopsis digrammellus,"(Hampson, 1919)",,Pyraloidea,Crambidae,Crambinae,Crambini,,Thaumatopsis,digrammellus,https://mothphotographersgroup.msstate.edu/species.php?hodges=5452.1,"Thaumatopsis digrammellus (Hampson, 1919) is now recognized among the North American fauna north of Mexico (Arizona) in Landry (1995).","Crambus digrammellus Hampson, 1919"
800859,5452,Thaumatopsis bolterellus,"(Fernald, 1887)",,Pyraloidea,Crambidae,Crambinae,Crambini,,Thaumatopsis,bolterellus,https://mothphotographersgroup.msstate.edu/species.php?hodges=5452,,"Crambus bolterellus Fernald, 1887"
800860,5447,Thaumatopsis pectinifer,"(Zeller, 1877)",,Pyraloidea,Crambidae,Crambinae,Crambini,,Thaumatopsis,pectinifer,https://mothphotographersgroup.msstate.edu/species.php?hodges=5447,,"Crambus pectinifer Zeller, 1877"
800861,5448,Thaumatopsis actuellus,"Barnes & McDunnough, 1918",,Pyraloidea,Crambidae,Crambinae,Crambini,,Thaumatopsis,actuellus,https://mothphotographersgroup.msstate.edu/species.php?hodges=5448,,"Thaumatopsis actuellus Barnes & McDunnough, 1918"
800862,5449,Thaumatopsis solutellus,"(Zeller, 1863)",,Pyraloidea,Crambidae,Crambinae,Crambini,,Thaumatopsis,solutellus,https://mothphotographersgroup.msstate.edu/species.php?hodges=5449,,"Crambus solutellus Zeller, 1863
Thaumatopsis daeckeellus Kearfott, 1903
Thaumatopsis striatellus Fernald, 1896"
800863,5453,Tehama bonifatella,"(Hulst, 1887)",,Pyraloidea,Crambidae,Crambinae,Crambini,,Tehama,bonifatella,https://mothphotographersgroup.msstate.edu/species.php?hodges=5453,,"Spermatophthora? bonifatella Hulst, 1887
Crambus inornatellus Walker, 1863
Crambus nevadellus Kearfott, 1908"
